Samples,Mode,Type,Group,Treatment,Plate,Experiment,ANPpC1,ANPpC2,ANPpC3,ANPpC4,ANPpC5,ANPpC6,ANPpC7,ANPpC8,ANPpC9,ANPpC10,ANPpC11,ANPpC12,ANPpC13,ANPpC14,ANPpC15,ANPpC16,ANPpC17,ANPpC18,ANPpC19,ANPpC20,ANPpC21,ANPpC22,ANPpC23,ANPpC24,ANPpC25,ANPpC26,ANPpC27,ANPpC28,ANPpC29,ANPpC30,ANPpC31,ANPpC32,ANPpC33,ANPpC34,ANPpC35,ANPpC36,ANPpC37,ANPpC38,ANPpC39,ANPpC40,ANPpC41,ANPpC42,ANPpC43,ANPpC44,ANPpC45,ANPpC46,ANPpC47,ANPpC48,ANPpC49,ANPpC50,ANPpC51,ANPpC52,ANPpC53,ANPpC54,ANPpC55,ANPpC56,ANPpC57,ANPpC58,ANPpC59,ANPpC60,ANPpC61,ANPpC62,ANPpC63,ANPpC64,ANPpC65,ANPpC66,ANPpC67,ANPpC68,ANPpC69,ANPpC70,ANPpC71,ANPpC72,ANPpC73,ANPpC74,ANPpC75,ANPpC76,ANPpC77,ANPpC78,ANPpC79,ANPpC80,ANPpC81,ANPpC82,ANPpC83,ANPpC84,ANPpC85,ANPpC86,ANPpC87,ANPpC88,ANPpC89,ANPpC90,ANPpC91,ANPpC92,ANPpC93,ANPpC94,ANPpC95,ANPpC96,ANPpC97,ANPpC98,ANPpC99,ANPpC100,ANPpC101,ANPpC102,ANPpC103,ANPpC104,ANPpC105,ANPpC106,ANPpC107,ANPpC108,ANPpC109,ANPpC110,ANPpC111,ANPpC112,ANPpC113,ANPpC114,ANPpC115,ANPpC116,ANPpC117,ANPpC118,ANPpC119,ANPpC120,ANPpC121,ANPpC122,ANPpC123,ANPpC124,ANPpC125,ANPpC126,ANPpC127,ANPpC128,ANPpC129,ANPpC130,ANPpC131,ANPpC132,ANPpC133,ANPpC134,ANPpC135,ANPpC136,ANPpC137,ANPpC138,ANPpC139,ANPpC140,ANPpC141,ANPpC142,ANPpC143,ANPpC144,ANPpC145,ANPpC146,ANPpC147,ANPpC148,ANPpC149,ANPpC150,ANPpC151,ANPpC152,ANPpC153,ANPpC154,ANPpC155,ANPpC156,ANPpC157,ANPpC158,ANPpC159,ANPpC160,ANPpC161,ANPpC162,ANPpC163,ANPpC164,ANPpC165,ANPpC166,ANPpC167,ANPpC168,ANPpC169,ANPpC170,ANPpC171,ANPpC172,ANPpC173,ANPpC174,ANPpC175,ANPpC176
T2_P1_C2,pos,cells,sample,cntrl,p1,t2,37320.52158,7159.640674,6887.498878,245428.7923,7599319.576,1357617.94,222604.5609,76852.57201,1534732.06,145711828.1,2645297.953,955880.8524,2023274.421,1253457.665,1998070.322,30762.05681,1114887.799,14432.52408,3022323.074,1924834.106,146917.3401,88527.63741,3285395.128,1212328.849,30341396.3,95386.23947,50626.52216,58869.07453,1061101.053,97258.7868,1049281.614,33154960.53,4290824.987,6195029.307,445199.8429,51602.01592,1062392.826,898843.6892,14824357.97,49505.99483,185294.6097,47737.88657,580141.5588,24189737.09,332552.7425,18877.24445,11498857.17,970271.2432,50351.03494,44281.3544,168703.1504,71145.17105,351637.9712,88453.1482,355217.6981,330781.5627,9196046.264,336646.3335,405331.117,414822.1559,7604413.709,118834.273,958699.3257,21047.97382,2010130.704,52644.90476,19951.79673,32754.75923,632144.3256,59121.2508,152471.2445,436861.8186,5295674.416,1853012.959,45126929.43,37165.09897,3804.511933,160904.751,242742.1593,23031.64235,5438462.565,1864994.823,37882.23378,548604.285,126170.2308,286574.4864,33418.08779,1049104.272,216585.4271,186934.8883,50984.23827,122106.405,4199040.073,1525642.139,489730.112,167711.0498,445696.8117,2840.763086,329161.8006,12700063.27,23249.66098,82940.12717,23040.99528,27240.45578,499272.2958,1943362.795,5356903.463,546938.0641,233705.3814,,2217312.123,123244.5108,25537.08889,2706562.368,269619.7399,3011.46384,5035402.88,89361.66772,33383.88665,125876.8158,59581.07097,169536.987,642296.3208,60888.07456,38452.78479,34819.07914,16356.11858,59905.71656,84941.45581,459612.9381,153937.7922,88187.92497,166936.4356,1144690.902,95715.25545,5539.077272,71281.3201,658398.9105,44656.1457,14153.83917,256599.9116,256782.9567,135645.5602,16247.03451,220702.0275,1783281.005,3215139.11,22985.27106,198963.6891,2078077.911,267852.3258,2393216.736,157890.2905,58773.59981,14695.17896,9079.673894,28758.5134,43892.20984,8805.074717,36844.33963,2672666.977,5647157.66,1024972.207,1122174.909,116300.291,23632.62938,61282.12672,46038.4602,9929657.637,397937.3917,1045144.851,6866699.812,37280.53584,15201439.69,16660.59303,3063.845248
T2_P1_C3,pos,cells,sample,cntrl,p1,t2,26219.03754,9084.822643,7747.382948,275382.7065,7384568.049,1306106.325,200375.4541,61741.50801,1417196.83,139665789,2487123.955,891597.5155,995706.0625,710556.4455,1750819.049,34670.3,1144152.355,22512.50771,2611356.121,1925218.421,126120.8027,59833.59224,3346433.798,1324243.58,28407011.8,81342.5469,61492.96128,80294.30393,818124.5458,101663.6382,939409.5963,30775761.5,3902772.771,5505810.996,433006.6795,95121.85805,1089699.076,727749.0694,9470429.31,44974.39852,193826.5213,58438.00371,539513.2287,24455821.1,298562.2818,14815.86941,9665672.553,926229.5396,39424.03246,40369.91643,121489.7299,66547.00583,334680.5482,67882.14038,311972.017,267565.9296,8678296.37,354399.6378,408218.8628,330261.2567,6508589.406,101796.2732,770162.0511,21325.78585,1439094.987,53088.98493,17525.36717,19629.11505,621538.57,36833.73302,125963.0942,541278.5561,4587577.856,1460969.023,38331690.15,49398.4491,1553.476362,86345.95761,346981.4098,13287.69339,4716109.504,1482206.093,29252.09061,332663.0475,128464.2206,327304.5421,13330.8039,853176.1087,139032.1825,180521.7165,42203.61996,78826.78087,4240734.995,679883.2275,263577.3887,76993.90321,406911.8546,1929.288707,328472.33,13049278.43,21343.25338,78001.11402,17747.37981,31978.25901,405695.4236,748981.4437,3232052.156,656164.3603,258492.0316,,1042420.437,64150.27561,25034.88561,1332836.423,323656.4339,339.3621674,4291796.557,116804.329,20116.03202,79058.18799,36691.17237,152504.6619,333359.5833,87524.99873,47234.14328,18626.72833,6413.154844,99965.32961,66533.53504,447307.3246,202427.1412,64806.70237,221028.8266,872363.4241,68631.94915,7030.439904,64728.50455,686657.002,41059.37596,13804.53064,250774.9862,238015.033,146462.6133,16807.66962,249358.7515,1497677.654,3291103.98,29205.65867,251494.5865,2213359.561,258875.0094,2041494.068,138456.9999,52861.87585,10082.04973,7434.238555,25883.8267,41052.09123,6924.939873,26139.04852,2318672.433,4984808.743,924409.4073,935765.1976,61733.13391,188345.8526,51602.11466,49147.91094,8676328.751,335054.4487,923614.4928,6131201.853,32191.43163,13541304.76,19854.45203,1881.883327
T2_P1_D1,pos,cells,sample,drug,p1,t2,32498.30471,6064.735751,5845.877929,262316.1524,8919601.211,1344804.422,198899.011,83054.96777,1240358.143,137132391.1,3427240.489,936453.906,1039853.53,773743.6473,2082074.539,33804.35199,1666903.254,17181.95167,3412984.645,1657759.388,156708.7205,45311.97481,4481933.964,974179.646,27140628.52,79373.64161,49108.85559,76636.34951,804140.8889,89326.9502,1236428.989,31105092.67,5737206.559,8159243.737,447758.6867,92710.63155,1431231.276,251452.6229,9022341.38,38397.34967,281333.0832,47854.77044,618445.3932,26713263.59,256444.751,9797.769441,13398302.64,1276042.659,32197.22018,59062.63009,147327.7459,100566.7949,420586.4145,41262.98686,380648.9091,479819.4631,8748588.77,430532.4737,429917.0663,164982.2845,8052524.765,96651.34309,639481.0771,28839.59442,2220111.921,58408.44787,17207.05675,32360.38262,503318.3298,26528.56043,122461.4666,575337.8278,5672390.646,669593.0288,42429717.27,39103.98422,4278.476663,131493.8523,350032.1738,16646.47899,5314056.942,1922416.21,40351.87496,181527.8963,55512.05638,375006.436,50971.48084,891368.2634,140823.6325,229552.7033,41221.51454,98735.77581,4286406.524,732242.9637,291596.7776,79426.35185,465852.1381,2377.191129,324889.5663,3202779.136,15642.48845,82492.69408,19950.51776,23713.69073,616840.7951,629062.1068,3152170.238,577131.9927,260557.9983,2137365.435,1025917.364,47884.71907,23583.58996,1632610.977,281034.0946,4181.042323,4084515.317,108394.4823,16131.68578,44479.62957,17541.4487,113862.9891,236799.5035,76933.53481,49591.66628,12235.62908,12312.45808,79593.12805,71608.03048,282746.9391,57659.80795,54563.97752,101151.7581,659939.7139,47450.82026,6296.510953,77486.58909,892013.4923,33315.48395,13988.89773,233660.7915,236772.0182,194273.5584,13635.96991,259533.2798,1972604.92,2787653.877,36063.90513,296264.1065,2465306.646,222375.7545,2386888.986,181594.6814,71780.48202,9117.24612,7312.565395,26430.35829,38250.10371,8312.601516,32300.4943,2428984.303,4510890.002,942611.0659,811766.0863,53493.21136,41778.30033,98961.41602,31335.28102,11296174.54,423824.2587,1288292.489,10931737.42,34546.9793,16584471.51,12535.46241,1312.880281
T2_P1_D2,pos,cells,sample,drug,p1,t2,29856.10457,7060.476002,2873.250635,190300.6885,7980754.662,1217187.987,194758.1239,81828.6993,1304149.782,92426504.3,3031349.623,838026.2957,479412.0364,205813.8092,2105898.623,26299.33756,1870545.738,15569.57619,3178877.05,1622785.366,146334.4341,32383.23385,3792748.294,516943.9125,26567219.58,90324.44939,25566.54853,46749.51667,739022.3389,71625.84789,1101803.628,28447306.83,4804937.379,6714329.157,376668.3265,51468.25622,1547601.916,306646.0648,3511927.861,36727.13669,243738.7368,43124.0653,730764.6973,24903026.42,290052.4195,8884.904487,14511645.8,1033701.421,22014.69555,48452.33646,137095.7524,100826.3404,399887.4739,33755.5283,301332.5953,503254.6022,9044824.54,284025.7505,285516.9159,151821.6443,7596032.734,118356.458,341850.9993,21525.08524,1622182.09,59772.473,19949.10034,45573.82777,522862.205,43423.69924,168508.9404,547236.7273,5470901.796,662283.3242,55006937.82,38749.0884,8419.017182,145408.2991,388489.3693,21923.13174,4722169.073,1923509.595,43102.98737,663227.5647,57588.26169,294264.0947,45868.58375,895145.5809,83925.47989,265213.1985,42687.65468,51985.07736,4019084.828,324760.472,71812.35488,36538.12874,415943.1419,5055.104243,286779.4121,2185527.521,13415.95762,70242.2499,18829.45766,21180.25883,542834.1211,638258.9877,1146740.331,476072.9289,241942.0518,2102574.496,352808.2487,85401.26428,24673.15911,2205626.008,313052.1878,3249.383252,5812993.407,91711.98484,7821.929597,32013.80424,21135.03423,135570.2077,63584.57082,77052.12602,44424.1032,4308.344829,10761.51492,55973.82427,62702.29323,297171.6648,72004.09336,28985.10836,103256.0134,406340.7881,37491.27412,10656.4277,59069.3767,914105.7519,55015.96676,18561.56785,331208.8467,335791.6997,130778.5175,23801.08431,170665.305,1872381.841,4547720.417,31062.12983,188576.3086,1870434.605,368025.3603,3248596.62,176760.7499,91653.71985,14539.39292,7864.390097,27704.62109,49989.02325,12764.60228,41261.52538,2561967.713,5536705.838,1223018.374,1044993.91,120005.7008,63081.46584,61556.83208,59567.13275,11718279.54,459703.4645,1338883.834,10051118.27,36916.82423,17768091.69,26242.51715,3793.074919
T2_P1_D3,pos,cells,sample,drug,p1,t2,30617.61692,7651.864031,3704.184897,201024.1406,7706362.515,1199315.472,199608.7586,80890.66114,1208357.625,85593111.88,2889306.473,847169.574,412884.3946,250807.4158,2066234.099,29500.80157,1926593.808,11918.80644,2899530.721,1568842.416,145840.51,29807.72015,3883847.03,494207.9303,24897840.89,67314.51507,40282.13759,61123.41788,648616.3546,71689.22125,1064099.53,26893810.86,5004071.451,7184785.335,340021.2039,71609.91298,1447784.902,316303.1481,3621777.149,33835.43836,214829.6025,45299.33234,541565.1574,26476098.38,252304.0008,11238.38116,11592536.01,1113114.073,15117.69088,51488.31219,140408.2817,96979.20364,409945.927,64207.29263,405609.1842,381011.5813,8490224.692,384508.2531,386095.4759,176526.9552,8313578.328,82080.36596,279475.8749,23988.63829,1251037.715,59449.42077,12244.49577,30776.19879,496661.0796,29846.90564,121442.2135,524782.212,5472751.837,761094.3561,39637387.87,47212.02019,3637.123779,139682.9282,339436.0019,15635.5819,4559450.475,2004941.359,42636.28105,523158.6299,46886.46618,351012.6991,24753.99371,843023.2079,90762.51964,223154.4494,40445.19538,48638.31404,4020012.788,282171.696,88859.85208,34553.48065,438987.8091,3179.186629,299441.3363,1847186.888,11229.00758,82403.71384,12482.19778,16261.21886,596929.0093,411811.479,1199185.163,447192.2096,235932.0576,1701473.558,319297.4852,64151.60947,20001.21466,1757198.357,296129.0882,271.657045,4079697.565,80635.03386,6748.571939,20195.90678,11327.17692,100990.1262,38906.37304,84385.20683,56185.77379,246.7637653,7583.849474,56456.08368,55672.367,299305.3382,99873.78596,15971.59122,129195.9955,243817.3664,19204.37475,3653.972967,61577.35147,826658.417,46685.89687,12601.20592,166959.0787,180933.2402,122059.4675,11934.61131,197429.7188,1927079.942,2573913.426,32773.0963,191485.5473,1834166.256,195505.4827,2894816.491,174492.638,79160.93713,7249.539495,5034.505449,19596.85462,28827.3917,8035.275279,20991.10092,1950787.641,4142649.005,747388.9036,746411.4941,53466.66528,115166.5394,58411.76128,29594.73906,11524835.62,425780.926,1300763.902,10613608.25,32254.55668,16896960.62,17353.95209,
T2_P2_C1,pos,cells,sample,cntrl,p2,t2,39825.22386,8603.099591,8063.485022,253114.7421,9740935.067,1607489.597,304457.8095,89567.43298,1875777.383,177811698.2,2944552.385,1102230.644,2526368.552,1675182.896,2381782.201,40551.36485,1060355.166,26350.91577,3877231.252,2181963.27,162108.5592,94393.93864,3997253.85,1696417.775,33847270.08,100825.1723,38789.9993,59056.29377,1501521.467,71824.95199,1194702.269,37454532.11,5601334.031,9182469.954,570336.5244,60541.92738,828692.9461,595790.626,18785596.65,60966.12217,177837.0552,40468.94815,861970.4138,25151420.7,339597.3746,23561.31689,15016422.16,1132094.048,47982.16763,48623.22927,220212.6697,41347.04005,470175.139,89182.71457,342420.3875,465374.3744,9908063.221,286240.0613,348227.1419,424741.4275,9474698.395,133857.598,879918.2721,21507.65214,3419074.999,61155.92733,28243.3064,49434.36066,662655.4016,87450.81953,148822.0632,784561.5249,6181364.439,2075804.524,56294672.16,42812.82443,6151.97844,144569.9326,335389.4573,26784.89595,8121135.469,1910817.612,41836.39104,285931.4485,175880.5498,329028.7358,162927.3323,1116907.279,282184.634,232405.1392,57176.12802,171009.9246,6045308.764,1829027.854,607033.1444,185544.3084,535425.6721,5181.331238,312624.885,23098078.92,34065.64763,100195.0108,38643.03277,50423.10493,543471.7903,2438619.874,6680896.123,805936.2382,221587.2789,1663163.587,2670893.367,118400.1744,28407.25091,5299865.633,284108.9998,9199.036061,5297096.408,76413.29196,54359.82319,212318.1617,80641.84144,198363.6561,1247033.393,76856.60528,40309.48179,72468.55669,39117.10083,69992.2194,28271.79876,588539.679,87827.70448,122640.2407,109619.7945,1795801.645,161562.3875,9118.316478,76402.82089,905462.8882,59057.55427,11707.36201,269001.146,312697.8554,204518.1609,19495.95531,274925.246,2383438.489,3716113.621,34296.9317,231199.7168,2721771.98,336086.7461,3327682.017,199157.7751,70065.80202,30345.25188,11059.76399,34906.83607,47471.39574,11040.71395,64901.95812,3334712.36,6222862.479,1124153.369,1302279.578,202233.4011,22049.10512,115702.1647,40839.29853,9915466.846,404042.6675,1066683.189,6244380.044,46734.24098,17410352.42,17584.11231,4786.510678
T2_P2_C2,pos,cells,sample,cntrl,p2,t2,39634.65584,8566.677493,6019.946658,253787.3886,8940747.097,1469896.776,285325.7363,76296.75815,1703930.838,166600231.4,2818894.465,1032720.009,1787204.257,806592.4346,2170817.386,36228.22225,1066562.405,16451.55842,3348348.461,2320871.6,153923.674,80876.25269,3799202.454,1237822.428,32467261.17,105157.1367,38079.21553,70880.79461,1262040.917,85350.46632,1115085.653,34032288.72,4796342.682,7343796.301,513088.0532,78045.13256,965800.6143,520288.0429,13339153.66,65613.37779,213287.9708,51653.35678,894113.5433,24753589.71,319705.406,15565.27839,13800110.26,989352.723,45816.10062,52657.7252,153482.6084,67561.98967,430127.3314,45479.1133,271359.6103,429850.3434,9951963.59,265669.4452,311198.0749,352413.7175,8365279.076,135994.6594,869201.1966,19737.19172,2619926.135,50289.07652,28606.00453,46538.81849,567133.7119,71896.80324,151193.4685,713922.1319,5755744.969,1628014.374,59124372.76,45005.33208,7955.962063,146231.3656,341245.9468,26959.42681,7133572.127,1755755.766,37180.31117,736123.0121,177517.4732,268340.5916,66651.82404,1051528.98,184295.083,229880.3935,59113.35911,131334.289,5549840.103,1275309.622,285743.5101,143071.2721,495956.4168,3765.615016,333408.896,20919769.89,27306.40861,89213.57515,28041.07108,34831.13032,505027.6253,1831084.253,4595474.431,527019.8228,262964.5247,2266788.268,1783027.807,148599.2999,32338.90483,3643819.575,337852.3165,265.7201125,5393712.139,95353.42344,43473.77277,163413.3729,83586.6863,192715.7133,835055.7896,69513.61344,46384.8104,46242.55923,21461.5991,68487.80938,85639.64005,489511.2838,122410.5464,106404.7275,143081.0136,1493913.357,110754.6054,9142.879931,68443.20928,880752.2453,62614.72923,11706.42935,303679.7408,300849.4855,144999.6536,23126.75284,216548.5662,2283004.046,4095434.348,31775.67557,170397.9976,2216339.065,326874.7909,3538417.95,172667.7368,65591.84002,25522.27551,9536.903098,36434.41047,50951.99779,10595.40976,55283.76138,3078219.191,6583497.769,1373540.867,1316400.7,201886.9356,18851.88258,100031.3661,55738.76659,11020087.66,449982.8842,1154333.538,7499531.834,43766.49779,18633182.76,23572.95219,6119.818923
T2_P2_C3,pos,cells,sample,cntrl,p2,t2,31123.29831,4626.095291,4861.779205,214196.0575,7340046.949,1228331.711,243355.3626,72104.71807,1495915.796,112274603,2380026.369,884790.8369,784829.8771,503989.3187,1734803.532,31556.3609,935460.0085,20693.81851,2573140.851,1668519.485,124339.6198,44802.97554,3344806.493,863105.8086,27731945.41,86198.40693,34691.75554,52065.49828,850376.2211,80681.88413,898211.1749,28310265.23,4127503.119,5876573.672,440749.0057,56609.8551,871678.983,418858.6935,7512343.264,47447.05118,193447.9592,44722.02851,623068.0917,24467634.85,300608.6396,17695.06736,10337757.49,917087.1212,34294.70636,46695.27332,150793.0629,60316.45627,331892.927,51967.27399,297964.5657,340628.1782,7962130.137,289076.3206,349704.6642,368624.6627,6822295.885,101318.12,604143.4064,19991.39809,1977262.641,49958.14717,24965.22707,35910.32665,540904.9493,50220.77686,118753.2973,477364.2164,4603526.966,1638251.817,46996624.04,40365.39171,6643.369038,86982.4085,325630.6012,16815.44619,5469520.167,1527296.354,29346.66405,862641.5214,129832.9084,236524.2169,33038.79438,834073.7455,127230.822,188176.3659,46580.88331,74212.14777,4359896.137,573466.3001,184939.1781,69544.77456,412650.1779,3485.064244,333622.54,15949692.05,22141.58027,80253.55062,20509.05511,20369.9619,422224.0504,818131.2501,2708387.72,341533.1746,256902.3348,1949197.711,767611.5817,122792.2112,27177.20531,2121950.917,288706.0517,1244.840149,3658925.459,80622.70663,17516.26693,76893.77038,46442.76708,143718.8091,284023.5177,73807.80308,43425.49585,14388.57,9207.594148,47921.14481,67081.49749,389005.915,152108.3158,65817.39714,166087.2068,820862.7119,65748.86019,7098.931131,46493.14486,589762.8573,45948.40726,14181.10901,269938.3336,247441.6452,104787.0482,18238.36099,161868.2762,1665978.699,3574123.233,29479.16796,136031.0785,1512841.548,288536.4744,2419411.383,126905.0461,51053.80407,15507.2525,6828.119589,28460.52622,42017.53739,8653.412735,35622.09632,2421586.443,5138834.153,1263730.218,993407.9698,121189.846,28023.19121,63819.25018,53399.79766,9084849.935,366972.6698,951377.0241,6220995.417,28986.78157,14630946.35,19823.16941,4962.813107
T2_P2_D1,pos,cells,sample,drug,p2,t2,29835.51332,7196.402568,3077.278173,220992.8243,7722228.973,1158934.501,168643.6354,78354.16196,1116321.659,90571148.14,3023717.335,795850.3098,421395.0965,243097.0438,2164961.315,22806.05458,1475043.719,24452.14048,2724546.691,1363833.479,127974.2789,30424.31858,3847912.986,596577.5948,24257290.79,78840.76814,48119.60005,54993.02471,618202.8956,84098.0572,1022982.98,26853503.13,4523958.718,6565760.893,358561.3822,65930.12594,1264856.821,281260.9306,3715295.942,34888.08985,286987.5907,42667.90392,623222.8458,23620578.59,273542.0636,11030.14513,13117724.66,1025341.392,19629.89627,45173.86548,106088.15,87182.38593,366535.1991,28511.90183,312619.818,466899.224,7707003.661,322155.0115,321906.9008,142786.8397,6516046.749,102231.0297,352593.9399,20919.59151,1646328.375,52438.32067,12322.74293,41671.80982,521059.649,35608.41619,122847.8081,870322.9347,4849147.907,652752.3104,49120163.7,39867.17796,8250.821121,96034.74522,348971.2372,21787.43516,4868318.136,1608430.112,35929.10764,719886.9462,54804.42331,302870.5887,41170.66441,734001.1248,81798.2484,237265.3285,43515.51257,49214.58742,3740850.77,249678.8432,79732.93114,31666.08933,406317.2158,3748.047166,314983.3602,2816291.268,12482.96636,71733.65108,15702.12493,19775.73234,548540.0042,489912.8804,1173283.751,374887.1157,252755.2849,2072855.691,309333.7597,40274.72284,20813.81922,2462192.803,297245.2596,1716.84092,4157516.411,79440.70392,9527.035856,32634.86189,14548.90526,115590.3456,110715.7119,74099.2759,42068.75752,7255.313822,6618.896259,53052.53277,62523.03967,302869.4386,61712.94804,41361.85702,101339.1804,507569.8334,45488.88428,9970.156712,51208.50854,871250.7186,45477.53077,16527.20166,294129.7982,291499.9465,140856.0877,20539.14529,186304.036,1980596.653,3935544.991,32329.47657,197833.6989,1875680.98,300612.2381,3278712.426,165225.8645,87714.11712,16325.51485,7127.138869,30659.56163,43872.80692,11001.37644,37610.75487,2454758.53,5113579.279,1255066.04,883644.198,91081.45128,86143.84321,89187.41428,53378.7784,11903875.46,438987.1311,1337430.58,11452449.43,33699.01288,17530235.99,18501.04452,2561.33157
T2_P2_D2,pos,cells,sample,drug,p2,t2,37122.79829,6603.044872,2489.525223,196110.4311,7991444.326,1066242.194,184560.1304,66731.71398,1331796.019,101016955.6,3113664.117,854061.2999,424797.9451,240671.5527,1934749.578,19884.97487,1671768.381,15250.51302,2779449.06,1694243.026,135694.7059,30210.25024,3881131.051,476319.2893,26365877.06,86138.91959,42754.72345,59622.32492,671751.7226,90095.53717,1108576.27,23290556.28,4432419.184,5934785.314,379014.6711,56431.37536,1617296.338,249308.41,3807077.34,36770.67174,283764.7387,41052.74355,634866.473,25746157.24,274735.2066,8797.340499,13827804.98,1007849.276,21259.04072,48537.26046,99430.5545,98018.15981,377313.3497,46362.28859,345376.4314,508121.1436,8940343.777,354003.9115,353455.9247,154842.2097,6539912.902,119614.2496,396486.8274,20484.69502,1307213.982,55007.66393,11585.41406,28986.05458,511235.442,37147.8742,148964.9088,764611.6845,5002805.346,695209.562,51988129.18,33628.48993,9474.326463,123005.9086,354518.9518,18340.21238,5181766.795,1683390.68,37975.48812,757187.8262,52208.99507,360231.1086,16890.88522,828056.2635,88506.0606,268703.9167,41721.33374,45968.49766,4072967.602,264166.0446,88303.63674,29295.59057,441640.0705,3797.500455,311426.7672,2278307.174,14209.73893,76327.4211,17969.31902,16852.12305,540716.1104,384723.1779,1231189.67,293058.4522,255666.916,,326229.8781,59748.13537,24479.58447,2067297.729,313141.4816,2043.588853,4996180.66,97457.73569,5870.856878,30091.58539,15520.28714,135141.2219,72497.95814,72236.23435,40818.41174,1763.470554,5931.264155,58066.57256,70933.2612,334900.6932,60190.87609,33892.16735,90187.42638,455180.5588,35355.83475,10673.81205,59004.10471,856545.6986,40226.60935,19748.31126,332268.6365,326211.0772,141142.6622,21834.57538,155808.929,1669145.759,4695036.28,23282.98243,177096.2392,1620621.638,346529.9458,2797317.82,174566.047,97065.97842,16486.93918,10101.17202,33899.04563,50373.69978,13535.30938,35796.92095,2881548.099,5836731.156,1372414.516,1089505.984,78287.52736,96207.78691,71629.95649,64276.2291,11582944.01,511084.3272,1349907.659,10254881.19,40174.20766,17543394.53,22314.39422,5262.720438
T2_P2_D3,pos,cells,sample,drug,p2,t2,32719.76612,4901.017917,2739.10688,194461.9433,8630711.883,1174669.241,193950.8261,73454.30078,1334796.745,83782712.73,3276529.204,873475.0976,342743.1404,201418.9086,2009686.477,29717.5899,1910850.536,22576.49993,2807916.033,1782091.688,148583.4327,29628.90754,4446466.192,409418.3178,26388506.09,93021.3355,34263.64948,66889.4963,615269.038,81060.87334,1225609.145,27288392.68,4422830.022,5993807.958,382141.5182,57567.37021,1827855.494,377088.9848,2682922.32,34138.71799,344916.6074,44216.81763,660462.5347,30093322.99,296093.5148,10286.52844,12873325.83,1041927.691,19154.30951,48859.97461,93479.39602,118830.5452,406870.852,56405.29287,420208.8439,504495.1081,9750681.695,370038.3837,371706.5978,184969.0593,7285906.927,115340.6118,269733.8257,26339.84936,1023815.194,56021.896,10699.56559,23170.68579,536935.1266,28097.6278,152582.9754,724774.4937,5165777.882,755273.0318,49792975.12,46722.18522,7475.310579,127484.3088,310406.6812,13417.04793,5604821.148,1799088.632,38659.68048,994294.4609,58859.73312,495892.4792,12727.73394,865227.6483,76534.5189,281106.0092,50182.24553,44654.44188,3818063.664,206524.5743,66452.69192,27991.86361,428799.9649,4645.532878,331652.5945,2382124.851,14001.75633,77305.2128,18338.45342,9522.589838,553634.5304,384350.1473,864057.2117,249514.5912,225336.3822,2065262.111,200363.3454,28693.0677,27412.16577,1658602.16,280168.4741,3169.675592,5050829.913,79066.9917,3806.529234,17580.5602,10995.53163,138243.921,24592.99159,54867.73529,48825.01317,640.5252377,8632.381297,38638.29267,52550.99658,342641.7379,80764.33799,11803.4155,118579.9555,152986.5131,13240.20586,11215.13895,45265.54127,728377.5547,38346.16194,18659.6361,345383.6399,321308.3171,148204.5731,22538.66982,168132.2014,1652435.383,4569059.521,28687.66787,175295.2158,1496437.499,318278.1979,2451664.835,122944.958,68049.90922,10654.92857,8622.989334,32468.33461,48705.05824,12618.71175,26366.30799,2861700.186,5852257.188,1450762.28,919916.6007,54765.64788,25105.52392,76520.62577,68358.24188,10732961.53,395708.2148,1213209.785,9833328.411,33570.1933,15749328.14,29217.0174,6062.545229
